번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
443,5급,뒷받침,명사,부모의 뒷받침
444,5급,들01,명사,들에 나가다
445,5급,들통,명사,들통이 나다
446,5급,들판,명사,넓은 들판
447,5급,등교,명사,등교 시간
448,5급,등반,명사,설악산 등반
449,5급,등장인물,명사,등장인물 소개
450,5급,따돌림00,명사,따돌림을 당하다
451,5급,또래,명사,또래 친구
452,5급,라일락00,명사,라일락 향기
453,5급,라켓,명사,테니스 라켓
454,5급,란00,명사,독자란
455,5급,레슬링,명사,레슬링 경기
456,5급,레저,명사,레저 스포츠
457,5급,리더십,명사,리더십을 발휘하다
458,5급,리포터,명사,리포터로 활동하다
459,5급,마감,명사,마감 뉴스
460,5급,마비,명사,심장 마비
461,5급,마일리지00,명사,마일리지 적립
462,5급,마케팅,명사,마케팅 전략
463,5급,막03/ 막04,명사/의존명사,막을 열다
464,5급,만병,명사,만병의 원인
465,5급,만족도,명사,고객 만족도
466,5급,맏이,명사,맏이로 태어나다
467,5급,말끝,명사,말끝을 맺다
468,5급,말재주,명사,말재주가 있다
469,5급,매력적01∙ 매력적02,관형사∙ 명사,매력적 인상
470,5급,매매,명사,부동산 매매
471,5급,매사01/ 매사02,명사/부사,매사 성실하다
472,5급,매연,명사,매연을 배출하다
473,5급,매입,명사,부동산 매입
474,5급,매출,명사,매출이 늘다
475,5급,맨손,명사,맨손으로 만지다
476,5급,맹세,명사,맹세를 지키다
477,5급,머리기사,명사,머리기사로 다루다
478,5급,멜로00,명사,멜로 영화
479,5급,면03,명사,면 티셔츠
480,5급,면04,명사,면 음식
481,5급,면도기,명사,면도기로 수염을 깎다
482,5급,면세점,명사,공항 면세점
483,5급,면접시험,명사,면접시험을 보다
484,5급,면제,명사,병역 면제
485,5급,멸망,명사,지구 멸망
486,5급,멸종,명사,공룡의 멸종
487,5급,명랑,명사,명랑 소설
488,5급,명사02,명사,명사와 동사
489,5급,명상,명사,명상에 잠기다
490,5급,명성,명사,명성을 떨치다
491,5급,명소,명사,관광 명소
492,5급,명심00,명사,명심을 하다
493,5급,명품,명사,명품 가방
494,5급,모국어,명사,모국어 화자
495,5급,모발,명사,모발 이식
496,5급,모방,명사,모방 범죄
497,5급,모범생,명사,모범생으로 인정받다
498,5급,모음,명사,자음과 모음
499,5급,모친,명사,부친과 모친
500,5급,모형,명사,건물 모형
501,5급,목격,명사,사고 목격
502,5급,목격자,명사,사고 목격자
503,5급,목돈,명사,목돈을 마련하다
504,5급,목장,명사,목장의 소
505,5급,목재,명사,목재 선반
506,5급,목적어,명사,주어와 목적어
507,5급,몰이00,명사,소떼 몰이
508,5급,묘00,명사,묘를 벌초하다
509,5급,무03/무04,명사/의존명사,유무/일승이무
510,5급,무분별,명사,무분별한 처방
511,5급,무상02,명사,무상 급식
512,5급,무선,명사,무선 인터넷
513,5급,무소식,명사,무소식이 희소식
514,5급,무술,명사,무술 훈련
515,5급,무식,명사,무식이 드러나다
516,5급,무응답,명사,무응답 비율
517,5급,무인,명사,무인 판매
518,5급,무인도,명사,무인도에서 탈출하다
519,5급,무효,명사,무효 처리
520,5급,문구01,명사,광고 문구
521,5급,문단01,명사,문단을 나누다
522,5급,문어02,명사,문어와 구어
523,5급,문항,명사,평가 문항
524,5급,문형,명사,기본 문형
525,5급,문화생활,명사,문화생활을 즐기다
526,5급,문화유산,명사,전통 문화유산
527,5급,물량,명사,물량을 확보하다
528,5급,물리,명사,물리를 전공하다
529,5급,물방울,명사,물방울이 맺히다
530,5급,물품,명사,중고 물품
531,5급,미01,명사,여백의 미
532,5급,미녀,명사,절세 미녀
533,5급,미모,명사,미모가 뛰어나다
534,5급,미생물,명사,미생물이 번식하다
535,5급,미아,명사,미아를 찾다
536,5급,미역02,명사,미역 반찬
537,5급,미용,명사,피부 미용
538,5급,미적01∙ 미적02,관형사∙ 명사,미적 감각
539,5급,민박,명사,민박 시설
540,5급,민속,명사,민속 음악
541,5급,민요,명사,민요를 부르다
542,5급,바깥일,명사,바깥일로 바쁘다
543,5급,바이러스,명사,바이러스에 감염되다
544,5급,바자회,명사,바자회를 열다
545,5급,박람회,명사,박람회가 열리다
546,5급,반박,명사,반박의 글
547,5급,반반,명사,반반으로 나누다
548,5급,반쪽,명사,반쪽으로 나누다
549,5급,반항,명사,사회에 대한 반항
550,5급,반환점,명사,반환점을 돌다
551,5급,발라드,명사,발라드를 듣다
552,5급,발명가,명사,발명가가 되다
553,5급,발명품,명사,발명품을 연구하다
554,5급,발신자,명사,발신자 번호
555,5급,발언,명사,발언을 듣다
556,5급,발전02,명사,수력 발전
557,5급,발전소,명사,수력 발전소
558,5급,발표자,명사,발표자를 정하다
559,5급,발효01,명사,법령 발효
560,5급,발효02,명사,발효 식품
561,5급,발휘,명사,실력 발휘
562,5급,방망이,명사,방망이를 휘두르다
563,5급,방송인,명사,직업
564,5급,방수,명사,방수 기능
565,5급,방영,명사,드라마 방영
566,5급,방울02,명사,방울을 매달다
567,5급,방음,명사,방음 장치
568,5급,방청객,명사,토론 방청객
569,5급,방황,명사,사춘기 방황
570,5급,밭,명사,논과 밭
571,5급,배기가스,명사,자동차 배기가스
572,5급,배열,명사,치아 배열
573,5급,배출,명사,가스 배출
574,5급,백과사전,명사,백과사전을 참고하다
575,5급,백성,명사,백성을 다스리다
576,5급,백제,명사,나라
577,5급,범죄자,명사,범죄자를 처벌하다
578,5급,법규,명사,법규를 지키다
579,5급,법대00,명사,법대에 진학하다
580,5급,법무부,명사,기관
581,5급,벚꽃,명사,벚꽃을 구경하다
582,5급,베스트셀러,명사,이달의 베스트셀러
583,5급,벼락,명사,벼락에 맞다
584,5급,벽돌,명사,벽돌을 쌓다
585,5급,변기,명사,화장실 변기
586,5급,변신,명사,연기 변신
587,5급,별것,명사,별것이 아니다
588,5급,병명,명사,병명이 밝혀지다
589,5급,병아리,명사,병아리를 키우다
590,5급,보건소,명사,보건소 진료
591,5급,보상02,명사,피해 보상
592,5급,보상금02,명사,보상금을 타다
593,5급,보수01,명사,보수 정당
